file_name,source_space,target_space,affine,dim_order,key_age,source_age_pnd,target_age_pnd,source_key_age,target_key_age,padding_micron,transformation_resolution_micron,X_physical_size_micron,Y_physical_size_micron,Z_physical_size_micron,dim_flip,vector
30_pull_29.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,30,40,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-10
30_pull_29.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,30,41,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-11
30_pull_29.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,30,42,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-12
30_pull_29.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,30,43,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-13
30_pull_29.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,30,44,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-14
30_pull_29.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,30,45,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-15
30_pull_29.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,30,46,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-16
30_pull_29.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,30,47,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-17
30_pull_29.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,30,48,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-18
30_pull_29.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,30,49,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-19
30_pull_29.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,30,50,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-20
30_pull_29.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,30,51,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-21
30_pull_29.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,30,52,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-22
30_pull_29.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,30,53,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-23
30_pull_29.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,30,54,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-24
30_pull_29.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,30,55,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-25
30_pull_29.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,30,56,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-26
31_pull_30.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,31,28,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",3
31_pull_30.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,31,29,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",2
31_pull_30.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,31,30,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",1
31_pull_30.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,31,32,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-1
31_pull_30.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,31,33,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-2
31_pull_30.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,31,34,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-3
31_pull_30.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,31,35,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-4
31_pull_30.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,31,36,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-5
31_pull_30.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,31,37,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-6
31_pull_30.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,31,38,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-7
31_pull_30.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,31,39,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-8
31_pull_30.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,31,40,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-9
31_pull_30.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,31,41,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-10
31_pull_30.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,31,42,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-11
31_pull_30.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,31,43,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-12
31_pull_30.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,31,44,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-13
31_pull_30.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,31,45,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-14
31_pull_30.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,31,46,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-15
31_pull_30.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,31,47,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-16
31_pull_30.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,31,48,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-17
31_pull_30.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,31,49,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-18
31_pull_30.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,31,50,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-19
31_pull_30.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,31,51,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-20
31_pull_30.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,31,52,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-21
31_pull_30.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,31,53,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-22
31_pull_30.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,31,54,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-23
31_pull_30.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,31,55,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-24
31_pull_30.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,31,56,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-25
32_pull_31.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,32,28,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",4
32_pull_31.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,32,29,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",3
32_pull_31.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,32,30,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",2
32_pull_31.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,32,31,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",1
32_pull_31.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,32,33,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-1
32_pull_31.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,32,34,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-2
32_pull_31.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,32,35,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-3
32_pull_31.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,32,36,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-4
32_pull_31.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,32,37,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-5
32_pull_31.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,32,38,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-6
32_pull_31.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,32,39,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-7
32_pull_31.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,32,40,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-8
32_pull_31.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,32,41,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-9
32_pull_31.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,32,42,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-10
32_pull_31.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,32,43,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-11
32_pull_31.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,32,44,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-12
32_pull_31.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,32,45,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-13
32_pull_31.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,32,46,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-14
32_pull_31.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,32,47,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-15
32_pull_31.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,32,48,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-16
32_pull_31.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,32,49,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-17
32_pull_31.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,32,50,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-18
32_pull_31.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,32,51,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-19
32_pull_31.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,32,52,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-20
32_pull_31.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,32,53,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-21
32_pull_31.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,32,54,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-22
32_pull_31.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,32,55,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-23
32_pull_31.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,32,56,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-24
33_pull_32.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,33,28,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",5
33_pull_32.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,33,29,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",4
33_pull_32.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,33,30,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",3
33_pull_32.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,33,31,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",2
33_pull_32.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,33,32,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",1
33_pull_32.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,33,34,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-1
33_pull_32.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,33,35,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-2
33_pull_32.nii.gz,Demba,Demba,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0, 1, 2]",False,33,36,56,28,"[[0, 0], [0, 0], [0, 0]]",20,11400,8000,14100,"[False, False, False]",-3
